month,day,year,date,prop_letter,ballot_subject,type_of_measure,description,pass_or_fail,vote_counts,percent_vote,percent_required_to_pass,measure_placed_on_ballot_by,pdf_available
November,6,1928,06-Nov-28,56,"Health and Hospital Bonds, $3,500,000",Bond Issue,"To incur a bonded debt of $3,500,000 for the purchase of necessary lands, buildings, equipment and furnishings, including additions to the Tuberculosis Preventorium Health Farm, and additional stories to be added to the present ward buildings.",P,"Yes: 104,027  /  No: 38,341",Yes: 73.0%  /  No: 27.0%,66 2/3%,Supervisors,November6_1928
November,6,1928,06-Nov-28,57,"Playground Bonds, $3,100,000",Bond Issue,"To incur a bonded debt of $3,100,000 for the acquisition and development of necessary lands within the City and County of San Francisco for playground purposes.  The locations of said playground sites are to be selected by the Playground Commission of the City and County of San Francisco.",F,"Yes: 75,315  /  No: 61,846",Yes: 54.9%  /  No: 45.1%,66 2/3%,Supervisors,November6_1928
November,6,1928,06-Nov-28,58,"McLaren Park Bonds, $2,000,000",Bond Issue,"To incur a bonded debt of $2,000,000 for the acquisition, development, completion and equipment of land known as McLaren Park, and the purchase of all necessary tracts to comprise approximately 550 acres of land to be used for park purposes.",F,"Yes: 69,086  /  No: 69,945",Yes: 49.6%  /  No: 50.4%,66 2/3%,Supervisors,November6_1928
November,6,1928,06-Nov-28,59,"Aquatic Park Bonds, $950,000",Bond Issue,"To incur a bonded debt of the City and County of San Francisco to the amount of $950,000 for the completion and equipment of the Aquatic Park and the purchase of lands for additions to the Aquatic Park and Marina Park in the City and County of San Francisco.",F,"Yes: 79,848  /  No: 58,708",Yes: 57.6%  /  No: 42.4%,66 2/3%,Supervisors,November6_1928
November,6,1928,06-Nov-28,60,"Airport Bonds, $1,700,000",Bond Issue,"To incur a bonded debt of $1,700,000 for the acquisition, construction and equipment of a tract of land, situate in San Mateo County, to be used by the City and County of San Francisco as an airport.",F,"Yes: 75,993  /  No: 59,354",Yes: 56.1%  /  No: 43.9%,66 2/3%,Supervisors,November6_1928
November,6,1928,06-Nov-28,61,"Civic Center Bonds, $1,000,000",Bond Issue,"To incur a bonded debt of $1,000,000 for the acquisition of land for the extension, development and beautification of the Civic Center of the City and County of San Francisco, and the purchase of all necessary lands and buildings.",F,"Yes: 65,387  /  No: 64,092",Yes: 50.5%  /  No: 49.5%,66 2/3%,Supervisors,November6_1928
November,6,1928,06-Nov-28,62,"Broadway Tunnel Bonds, $750,000",Bond Issue,"To incur a bonded debt of $750,000 to construct the Broadway Tunnel, which will be used as a pedestrian and vehicular mode of travel, beginning at Larkin Street and Broadway, and ending at Mason Street and Broadway.",F,"Yes: 69,533  /  No: 63,887",Yes: 52.1%  /  No: 47.9%,66 2/3%,Supervisors,November6_1928
November,5,1929,05-Nov-29,1,Collection and Disposal of Garbage - Incineration,Policy Declaration,Shall garbage be disposed of by incineration?,P,"Yes: 42,570  /  No: 33,291",Yes: 56.1%  /  No: 43.9%,50%+1,Supervisors,November5_1929
November,5,1929,05-Nov-29,2,"Collection and Disposal of Garbage - Municipal System, Collection",Policy Declaration,Shall the City establish a municipally owned and operated system for the collection of garbage?,F,"Yes: 13,102  /  No: 58,002",Yes: 18.4%  /  No: 81.6%,50%+1,Supervisors,November5_1929
November,5,1929,05-Nov-29,3,"Collection and Disposal of Garbage - Municipal System, Disposal",Policy Declaration,Shall the City establish a municipally owned and operated system for the disposal of garbage?,F,"Yes: 13,266  /  No: 55,756",Yes: 19.2%  /  No: 80.8%,50%+1,Supervisors,November5_1929
November,5,1929,05-Nov-29,4,Collection and Disposal of Garbage - Private Corporation,Policy Declaration,"Shall the City and County of San Francisco enter into an agreement with a private individual or corporation, whereby said individual or corporation will agree to build an incinerator to incinerate the garbage and refuse collected in the City, and to operate the same for the incineration of such garbage and refuse under such conditions as may be provided by the City and County, with the understanding that the City and County shall be entitled to acquire said incinerator from the person or corporation building the same upon such conditions as may be agreed upon when the agreement to build the incinerator is entered into?",F,"Yes: 22,163  /  No: 46,622",Yes: 32.2%  /  No: 67.8%,50%+1,Supervisors,November5_1929
November,5,1929,05-Nov-29,5,Establishing a Municipal Court,Ordinance,Shall a Municipal Court be established for the City and County of San Francisco?,P,"Yes: 45,915  /  No: 23,281",Yes: 66.3%  /  No: 33.7%,50%+1,Supervisors,November5_1929
November,5,1929,05-Nov-29,6,China Beach Playground,Policy Declaration,"Shall the City acquire by purchase for playground purposes a tract of land of approximately 505 feet frontage, extending in a northwesterly direction from Sea Cliff avenue to the Pacific Ocean, said tract to include the beach or ocean front, commonly known as 'China Beach' or 'China Cove,' the purchase price of said property not to exceed $250,000?",F,"Yes: 34,114  /  No: 38,061",Yes: 47.2%  /  No: 52.8%,50%+1,Supervisors,November5_1929
November,5,1929,05-Nov-29,7,Marina Park Extension,Policy Declaration,"Shall the City acquire a tract of land, bounded by Lewis street, Webster street, Marina boulevard and Laguna street, said tract to be acquired and used for the extension of the Marina Park, the purchase price of said tract not to exceed $400,000?",F,"Yes: 29,464  /  No: 39,401",Yes: 42.7%  /  No: 57.3%,50%+1,Supervisors,November5_1929
November,5,1929,05-Nov-29,8,Disposal of Refuse by Fill and Cover Method,Ordinance,Providing for the Collection and Disposition of Refuse in the City and County of San Francisco; Providing for the Licensing of Refuse Collectors by the Board of Health; Fixing the Maximum Rates or Charges for the Collection of Refuse by Licensed Refuse Collectors from Homes and Apartment Houses; Dividing the City and County of San Francisco Into Collection Routes; Providing Penalties for the Violation of the Provisions of the Ordinance.,F,"Yes: 25,065  /  No: 49,467",Yes: 33.6%  /  No: 66.4%,50%+1,Initiative,November5_1929
August,26,1930,26-Aug-30,1,"Pacific Gas and Electric Company Acquisition Bonds, $44,600,000",Bond Issue,"To incur a bonded debt of $44,600,000 for the acquisition of a portion of the properties of Pacific Gas and Electric Company.",F,"Yes: 25,383  /  No: 63,638",Yes: 28.5%  /  No: 71.5%,66 2/3%,Supervisors,August26_1930
August,26,1930,26-Aug-30,2,"Great Western Power Company Acquisition Bonds, $18,945,000",Bond Issue,"To incur a bonded debt of $18,945,000 to acquire a portion of the properties of the Great Western Power Company.",F,"Yes: 25,256  /  No: 63,387",Yes: 28.4%  /  No: 71.6%,66 2/3%,Supervisors,August26_1930
August,26,1930,26-Aug-30,3,"Transmission lines from Newark, California Bonds, $3,525,000",Bond Issue,"To incur a bonded debt of $3,525,000 to construct transmission lines from Newark, Alameda County to the City and County of San Francisco.",F,"Yes: 25,788  /  No: 61,972",Yes: 29.3%  /  No: 70.7%,66 2/3%,Supervisors,August26_1930
August,26,1930,26-Aug-30,4,"Power House at Red Mountain Bar, Tuolumne County Bonds, $1,045,000",Bond Issue,"To incur a bonded debt of $1,045,000 to construct Power House at Red Mountain Bar, Tuolumne County.",F,"Yes: 26,001  /  No: 61,422",Yes: 29.7%  /  No: 70.3%,66 2/3%,Supervisors,August26_1930
August,26,1930,26-Aug-30,1,Bonds to purchase Pacific Gas & Electric Company property.,Bond Issue,Bonds to purchase Pacific & Electric Company property.,F,"Yes: 25,383  /  No: 63,638",Yes: 28.5%  /  No: 71.5%,66 2/3%,,noimage
August,26,1930,26-Aug-30,2,Bonds to purchase Great Western Power Company property.,Bond Issue,Bonds to purchase Great Western Power Company property.,F,"Yes: 25,256  /  No: 63,387",Yes: 28.4%  /  No: 71.6%,66 2/3%,,noimage
August,26,1930,26-Aug-30,3,Bonds to build transmission lines from Newark to San Francisco.,Bond Issue,Bonds to build transmission lines from Newark to San Francisco.,F,"Yes: 25,788  /  No: 61,972",Yes: 29.3%  /  No: 70.7%,66 2/3%,,noimage
August,26,1930,26-Aug-30,4,Bonds to acquire a hydro-electric plant at Red Mountain Bar.,Bond Issue,Bonds to acquire a hydro-electric plant at Red Mountain Bar.,F,"Yes: 26,001  /  No: 61,422",Yes: 29.7%  /  No: 70.3%,66 2/3%,,noimage
November,4,1930,04-Nov-30,27,Members of the Board of Education to be Elected,Charter Amendment,Providing that the members of the Board of Education shall be elected commencing at the general election to be held in 1931.  They shall be citizens of the United States and hold office for a term of four years.,F,"Yes: 68,292  /  No: 70,778",Yes: 49.1%  /  No: 50.9%,50%+1,Supervisors,November4_1930
November,4,1930,04-Nov-30,28,Civil Service Extension,Charter Amendment,"Providing for the extension of Civil Service provisions to employees of the City and County, and those employed one year are appointed thereunder.",F,"Yes: 54,875  /  No: 78,906",Yes: 41.0%  /  No: 59.0%,50%+1,Supervisors,November4_1930
November,4,1930,04-Nov-30,29,"Employees of Public Utilities, Civil Service",Charter Amendment,Persons employed in the operating service of any public utility who have been so employed in their respective positions for not less than one year shall be considered appointed to such positions and shall be entitled to all the benefits of such positions.,P,"Yes: 72,573  /  No: 48,954",Yes: 59.7%  /  No: 40.3%,50%+1,Supervisors,November4_1930
November,4,1930,04-Nov-30,30,Salary of Public Administrator,Charter Amendment,"To provide that the annual salary of the Public Administrator and his Attorney be set at $8,000.00.",P,"Yes: 66,923  /  No: 55,573",Yes: 54.6%  /  No: 45.6%,50%+1,Supervisors,November4_1930
November,4,1930,04-Nov-30,31,Detective Sergeants,Charter Amendment,To provide that Detective Sergeants detailed under the Merit System shall be entitled to a hearing before the Board of Police Commissioners before removal from the detail.,P,"Yes: 80,418  /  No: 40,562",Yes: 66.4%  /  No: 33.6%,50%+1,Supervisors,November4_1930
